Participant_ID,Block Number,Session Number,Trial Number,Stay_Probability(Colour),Stay_Probability(Texture),Stay_Probability(Shape),Slow_stim,Medium_stim,Fast_stim,Colour_stim,Texture_stim,Shape_stim,Choice Trial Index,Colour_distractor,Texture_distractor,Shape_distractor,Slow_distractor,Medium_distractor,Fast_distractor,Distractor_consistent_colour,Distractor_consistent_texture,Distractor_consistent_shape,Distractor_consistent_slow,Distractor_consistent_medium,Distractor_consistent_fast,Distractor_shares_colour,Distractor_shares_texture,Distractor_shares_shape,Distractor_shares_slow,Distractor_shares_medium,Distractor_shares_fast
22,1,1,1,0.5,0.3,0.1,4,3,0,4,3,0,,,,,,,,,,,,,,,,,,,
22,1,1,2,0.5,0.3,0.1,6,4,6,6,4,6,,,,,,,,,,,,,,,,,,,
22,1,1,3,0.5,0.3,0.1,4,5,1,4,5,1,,,,,,,,,,,,,,,,,,,
22,1,1,4,0.5,0.3,0.1,5,6,0,5,6,0,,,,,,,,,,,,,,,,,,,
22,1,1,5,0.5,0.3,0.1,6,4,1,6,4,1,,,,,,,,,,,,,,,,,,,
22,1,1,6,0.5,0.3,0.1,1,6,6,1,6,6,,,,,,,,,,,,,,,,,,,
22,1,1,7,0.5,0.3,0.1,1,4,5,1,4,5,,,,,,,,,,,,,,,,,,,
22,1,1,8,0.5,0.3,0.1,2,6,6,2,6,6,,,,,,,,,,,,,,,,,,,
22,1,1,9,0.5,0.3,0.1,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,
22,1,1,10,0.5,0.3,0.1,0,2,3,0,2,3,,,,,,,,,,,,,,,,,,,
22,1,1,11,0.5,0.3,0.1,5,6,6,5,6,6,1,5,4,1,5,4,1,1,1,1,1,1,1,1,0,0,1,0,0
22,1,1,12,0.5,0.3,0.1,6,5,2,6,5,2,,,,,,,,,,,,,,,,,,,
22,1,1,13,0.5,0.3,0.1,6,4,1,6,4,1,,,,,,,,,,,,,,,,,,,
22,1,1,14,0.5,0.3,0.1,2,4,6,2,4,6,,,,,,,,,,,,,,,,,,,
22,1,1,15,0.5,0.3,0.1,6,4,1,6,4,1,,,,,,,,,,,,,,,,,,,
22,1,1,16,0.5,0.3,0.1,2,4,6,2,4,6,,,,,,,,,,,,,,,,,,,
22,1,1,17,0.5,0.3,0.1,2,6,0,2,6,0,,,,,,,,,,,,,,,,,,,
